property_type,seller_name,price(rs),area_insqft,location
2 BHK Apartment,24K Realtors,5500000,917,Perungalathur
3 BHK Apartment,Green Nest,9785000,1256,Valasaravakkam
2 BHK Apartment,Green Nest,6998000,875,Valasaravakkam
2 BHK Apartment,Green Nest,6889000,865,Valasaravakkam
2 BHK Apartment,Akshyaa Builder,4490000,898,Korattur
2 BHK Apartment,Akshyaa Builder,4565000,913,Korattur
1 BHK Apartment,Sivanta Foundations,3839360,640,Puzhal
2 BHK Apartment,Akshyaa Builder,6825000,1050,Kolathur
2 BHK Apartment,Akshyaa Builder,6870500,1057,Kolathur
2 BHK Apartment,Aiyngaran Builders,4984000,890,Iyappanthangal
2 BHK Apartment,Aiyngaran Builders,4888800,873,Iyappanthangal
2 BHK Apartment,Karthick,9000000,980,Adambakam
2 BHK Apartment,Karthick,9000000,980,Adambakam
1 BHK Apartment,Sivanta Foundations,3839360,640,Puzhal
2 BHK Apartment,Sivanta Foundations,5405099,901,Puzhal
2 BHK Apartment,Sivanta Foundations,5441093,907,Puzhal
3 BHK Apartment,Sivanta Foundations,6556907,1093,Puzhal
2 BHK Apartment,Sivanta Foundations,5099150,850,Puzhal
3 BHK Apartment,GK Property,7290000,1215,West Tambaram
3 BHK Apartment,GK Property,6900000,1150,West Tambaram
2 BHK Apartment,Akshyaa Builder,4490000,898,Korattur
2 BHK Apartment,Akshyaa Builder,4565000,913,Korattur
3 BHK Apartment,Madras elite estates,10000000,1271,Anna Nagar
2 BHK Apartment,Madras elite estates,7133733,869,Anna Nagar
3 BHK Apartment,Madras elite estates,8915430,1410,Vanagaram
3 BHK Apartment,Madras elite estates,8974858,1116,Anna Nagar
2 BHK Apartment,Madras elite estates,6563599,1043,Vanagaram
3 BHK Apartment,Madras elite estates,9566699,1513,Vanagaram
2 BHK Apartment,Madras elite estates,7171002,874,Anna Nagar
3 BHK Apartment,Madras elite estates,8517081,1347,Vanagaram
3 BHK Apartment,Madras elite estates,9996049,1253,Anna Nagar
2 BHK Apartment,Madras elite estates,6689459,1063,Vanagaram
3 BHK Apartment,Madras elite estates,8535075,1057,Anna Nagar
3 BHK Apartment,Madras elite estates,8807939,1393,Vanagaram
3 BHK Apartment,Madras elite estates,9571174,1196,Anna Nagar
2 BHK Apartment,Madras elite estates,6349637,1009,Vanagaram
2 BHK Apartment,Madras elite estates,7424437,908,Anna Nagar
3 BHK Apartment,Madras elite estates,7549662,1194,Vanagaram
3 BHK Apartment,Madras elite estates,8194608,1296,Vanagaram
2 BHK Apartment,Madras elite estates,7357351,899,Anna Nagar
3 BHK Apartment,Madras elite estates,8428559,1333,Vanagaram
3 BHK Apartment,Madras elite estates,10763424,1368,Anna Nagar
2 BHK Apartment,Madras elite estates,7800000,1000,Madhavaram
3 BHK Apartment,Madras elite estates,10062000,1290,Madhavaram
3 BHK Apartment,Madras elite estates,11154000,1430,Madhavaram
3 BHK Apartment,Madras elite estates,9906000,1270,Madhavaram
2 BHK Apartment,Madras elite estates,7761000,995,Madhavaram
2 BHK Apartment,Madras elite estates,7357351,899,Anna Nagar
3 BHK Apartment,Madras elite estates,8428559,1333,Vanagaram
3 BHK Apartment,Madras elite estates,10763424,1368,Anna Nagar
2 BHK Apartment,Royal Square,4200000,700,Kotivakkam
2 BHK Apartment,JAYAGURU ENTERPRISES,4699999,859,Vengaivasal
2 BHK Apartment,JAYAGURU ENTERPRISES,4610000,859,Vengaivasal
2 BHK Apartment,JAYAGURU ENTERPRISES,4695000,859,Vengaivasal
3 BHK Independent Floor,Green Nest,27810000,1550,Nungambakkam
2 BHK Apartment,VV PROPERTIES,7500000,937,Chromepet
2 BHK Apartment,Kadambaa Builders,5437200,788,Korattur
2 BHK Apartment,Kadambaa Builders,5920200,858,Korattur
3 BHK Apartment,Kadambaa Builders,7314000,1060,Korattur
2 BHK Apartment,Kadambaa Builders,5140500,745,Korattur
2 BHK Apartment,Kadambaa Builders,5816700,843,Korattur
2 BHK Apartment,Kadambaa Builders,5471700,793,Korattur
3 BHK Apartment,Kadambaa Builders,6989700,1013,Korattur
2 BHK Apartment,Kadambaa Builders,4830000,700,Korattur
3 BHK Villa,South chennai consultant,11000000,1660,Medavakkam
3 BHK Villa,South chennai consultant,13000000,1500,East Tambaram
3 BHK Villa,South chennai consultant,10500000,1530,Madambakkam
2 BHK Independent House,ELITE ESTATES,3100000,650,Balaji Nagar
5 BHK Independent House,VINTAGE PROPERTY SHOP,48000000,4500,Valasaravakkam
2 BHK Apartment,VINTAGE PROPERTY SHOP,7985000,1097,Kolathur
3 BHK Independent House,VINTAGE PROPERTY SHOP,14000000,1800,Kattupakkam
3 BHK Apartment,Dhamoder realty,15000000,1303,Saligramam
3 BHK Apartment,Dhamoder realty,19500000,1395,Anna Nagar
3 BHK Villa,Thiyagu,7034534,1289,East Tambaram
3 BHK Apartment,South chennai consultant,14700000,1210,Kilpauk
4 BHK Villa,24K Realtors,35000000,2200,Velachery
2 BHK Apartment,JD Builders,11111111,934,Thiruvanmiyur
3 BHK Apartment,JD Builders,9999999,1231,Saligramam
2 BHK Apartment,Green Nest,4155000,705,Poonamallee
2 BHK Apartment,Green Nest,3997000,689,Poonamallee
2 BHK Apartment,Green Nest,4365000,900,Thandalam
2 BHK Apartment,Green Nest,6708000,1082,Medavakkam
3 BHK Independent Floor,Green Nest,27800000,1550,Nungambakkam
2 BHK Apartment,Green Nest,4815000,964,Kolapakkam
3 BHK Apartment,Green Nest,7290000,1459,Kolapakkam
3 BHK Independent Floor,Green Nest,15999230,1690,Jafferkhanpet
2 BHK Apartment,Green Nest,12222000,852,West Mambalam
2 BHK Apartment,Green Nest,12222000,852,West Mambalam
2 BHK Apartment,Green Nest,6979000,1049,Selaiyur
3 BHK Villa,Thiyagu,7523018,1378,East Tambaram
2 BHK Villa,Thiyagu,3570279,1000,Sriperumbudur
3 BHK Villa,Thiyagu,7151611,1300,Madhavaram
2 BHK Apartment,VV Constructions,5329500,969,Medavakkam
2 BHK Apartment,VV Constructions,5302000,964,Medavakkam
2 BHK Independent House,Karthick,3100000,805,Veppampattu
2 BHK Independent House,Karthick,3100000,805,Veppampattu
2 BHK Apartment,South chennai consultant,5010100,844,Anakaputhur
2 BHK Apartment,South chennai consultant,5600100,820,moovarasampettai
3 BHK Apartment,South chennai consultant,15300100,1117,West Mambalam
2 BHK Apartment,24K Realtors,16060000,1606,Thoraipakkam OMR
2 BHK Apartment,JD Builders,10000000,934,Thiruvanmiyur
3 BHK Apartment,JD Builders,9999999,1231,Saligramam
3 BHK Apartment,JD Builders,10400000,1232,Saligramam
2 BHK Apartment,Individual Agent,5900000,970,Pammal
3 BHK Independent House,Individual Agent,6500000,1420,Guduvancheri
2 BHK Apartment,Individual Agent,6770000,1165,Iyyappanthangal
2 BHK Apartment,Individual Agent,6760000,1159,Iyyappanthangal
2 BHK Apartment,Individual Agent,6760000,1159,Iyyappanthangal
2 BHK Apartment,Individual Agent,6760000,1158,Porur
2 BHK Apartment,Sri Vinayaga Real Estate,8950000,926,Choolaimedu
1 BHK Apartment,Karthick Realty,2665900,503,Anakaputhur
1 BHK Apartment,Karthick Realty,2713600,512,Anakaputhur
1 BHK Apartment,Karthick Realty,2581100,487,Anakaputhur
1 BHK Apartment,Karthick Realty,2501600,472,Anakaputhur
1 BHK Apartment,Karthick Realty,2782500,525,Kundrathur
1 BHK Apartment,Karthick Realty,2740100,517,Kundrathur
1 BHK Apartment,Karthick Realty,2581100,487,Kundrathur
1 BHK Apartment,Karthick Realty,2501600,472,Kundrathur
3 BHK Apartment,Krish Realty,15500000,1412,Virugambakkam
10 BHK Independent House,Krish Realty,36000000,5100,Perambur
2 BHK Apartment,Krish Realty,11000000,1100,Ekkatuthangal
2 BHK Apartment,Krish Realty,11200000,1100,Ekkatuthangal
3 BHK Apartment,Krish Realty,20300000,1564,Koyambedu
2 BHK Apartment,South chennai consultant,14500000,907,T Nagar
2 BHK Apartment,South chennai consultant,7096100,1061,Kolathur
3 BHK Apartment,South chennai consultant,8595200,1166,Pallikaranai
2 BHK Apartment,South chennai consultant,6050100,891,Kolathur
3 BHK Apartment,South chennai consultant,8595200,1166,Pallikaranai
2 BHK Apartment,South chennai consultant,6733100,1037,Pallikaranai
3 BHK Independent House,South chennai consultant,7500000,1750,Perumanttunallur
2 BHK Apartment,South chennai consultant,14500000,907,T Nagar
3 BHK Apartment,Vishnu Foundation Ltd,6710000,1220,Medavakkam
3 BHK Apartment,Vishnu Foundation Ltd,7634000,1388,Medavakkam
3 BHK Apartment,JD Builders,18000000,1810,Thiruvanmiyur
3 BHK Apartment,Vishaka Home,14000000,1406,Nanganallur
3 BHK Independent Floor,Vishaka Home,8500000,1300,Kotivakkam
1 BHK Villa,VEE KEY REALTORS,3500000,600,Padianallur
2 BHK Villa,VEE KEY REALTORS,4395000,1200,Padianallur
2 BHK Independent House,VEE KEY REALTORS,8100000,850,Pammal
2 BHK Apartment,VEE KEY REALTORS,5300000,995,Medavakkam
4 BHK Villa,VEE KEY REALTORS,29417000,2558,Palavakkam
2 BHK Apartment,VEE KEY REALTORS,4800000,887,Urapakkam
4 BHK Independent Floor,VEE KEY REALTORS,17500000,2800,Mangadu
4 BHK Apartment,VEE KEY REALTORS,33888393,2607,Saidapet
4 BHK Apartment,VEE KEY REALTORS,34889316,2684,Saidapet
1 BHK Apartment,VEE KEY REALTORS,3600000,564,Thirumullaivoyal
2 BHK Apartment,VEE KEY REALTORS,8400000,1232,Korattur
2 BHK Apartment,VEE KEY REALTORS,8400000,1232,Korattur
2 BHK Apartment,VEE KEY REALTORS,4135000,740,Ambattur
2 BHK Villa,VEE KEY REALTORS,8000000,1300,Kovur
3 BHK Villa,VEE KEY REALTORS,8400000,1486,Kundrathur
3 BHK Villa,VEE KEY REALTORS,8200000,1445,Kundrathur
3 BHK Villa,VEE KEY REALTORS,8000000,1312,Kundrathur
2 BHK Villa,VEE KEY REALTORS,4395000,1200,Padianallur
3 BHK Independent House,Individual Agent,6500000,1450,Guduvancheri
3 BHK Apartment,South chennai consultant,20252000,1671,Arumbakkam
3 BHK Apartment,South chennai consultant,26500000,1925,Mogappair
3 BHK Apartment,South chennai consultant,20600000,1279,Nandanam
3 BHK Apartment,Vishnu Foundation Ltd,7089600,1266,Medavakkam
3 BHK Apartment,Vishnu Foundation Ltd,6182400,1104,Medavakkam
3 BHK Apartment,JD Builders,10800000,1236,Saligramam
3 BHK Apartment,JD Builders,10500000,1234,Saligramam
4 BHK Apartment,JD Builders,18000000,1800,Thiruvanmiyur
4 BHK Apartment,JD Builders,18000000,1810,Thiruvanmiyur
2 BHK Villa,Red Sand,3380400,1800,Kolathur
1 BHK Villa,Red Sand,2760300,900,Kolathur
3 BHK Villa,Elite Estate Rajkumar,8147599,1596,Vandalur
3 BHK Villa,Elite Estate Rajkumar,7854632,1342,Peerakankaranai
3 BHK Villa,Elite Estate Rajkumar,7965425,1445,Vandalur
3 BHK Villa,Elite Estate Rajkumar,7985423,1457,Perungalathur
3 BHK Villa,Elite Estate Rajkumar,7988542,1354,Nedunkundram
3 BHK Villa,Elite Estate Rajkumar,7985644,1564,Perungalathur
3 BHK Villa,Elite Estate Rajkumar,7854632,1354,Urapakkam
3 BHK Villa,Elite Estate Rajkumar,8075423,1452,Perungalathur
3 BHK Villa,Elite Estate Rajkumar,8079654,1555,Vengambakkam
3 BHK Villa,Elite Estate Rajkumar,8096523,1455,Adhanur
2 BHK Independent House,Elite Estate,3000000,630,Mevalurkuppam
2 BHK Independent Floor,Sri Vinayaga Real Estate,11000000,1256,Choolaimedu
7 BHK Villa,Sri Vinayaga Real Estate,200000000,8000,Choolaimedu
3 BHK Apartment,seller,7992400,1378,Kolapakkam
3 BHK Apartment,seller,7018000,1210,Kolapakkam
3 BHK Apartment,seller,6867200,1184,Kolapakkam
3 BHK Apartment,seller,6768600,1167,Kolapakkam
3 BHK Apartment,seller,6409000,1105,Kolapakkam
2 BHK Apartment,seller,5394000,930,Kolapakkam
3 BHK Apartment,South chennai consultant,15988000,1230,Ashok Nagar
2 BHK Apartment,Thansiya foundation,4446000,872,Kundrathur
3 BHK Apartment,SONA REALTY,7500000,1506,Pallikaranai
3 BHK Independent House,SONA REALTY,55500000,1750,Besant Nagar
2 BHK Apartment,Green Nest,4098000,850,Kovur
2 BHK Apartment,Green Nest,4366000,901,Kovur
3 BHK Villa,Thiyagu,6464075,1250,West Tambaram
2 BHK Independent House,Professional Realtors,5200000,720,Iyyapa Nagar
2 BHK Independent House,Professional Realtors,3500000,750,Kalvoy
2 BHK Independent House,Professional Realtors,4300000,1000,Kalvoy
3 BHK Apartment,South chennai consultant,9000000,1295,Kovilambakkam
2 BHK Apartment,Vbrix Consulting,5800000,1005,Avadi
3 BHK Apartment,Vbrix Consulting,6100000,1054,Avadi
2 BHK Apartment,Vbrix Consulting,5100000,916,Avadi
3 BHK Apartment,Vbrix Consulting,7700000,1349,Avadi
3 BHK Apartment,Vbrix Consulting,11757600,1440,Porur
3 BHK Apartment,Vbrix Consulting,10402210,1274,Porur
4 BHK Apartment,Vbrix Consulting,16019730,1962,Porur
3 BHK Apartment,Vbrix Consulting,10696150,1310,Porur
4 BHK Apartment,Vbrix Consulting,16517795,2023,Porur
3 BHK Apartment,Vbrix Consulting,12606760,1544,Porur
2 BHK Apartment,Vbrix Consulting,9487730,1162,Porur
2 BHK Apartment,Vbrix Consulting,8899850,1090,Porur
3 BHK Apartment,Vbrix Consulting,10606335,1299,Porur
3 BHK Apartment,Vbrix Consulting,12206675,1495,Porur
4 BHK Apartment,Vbrix Consulting,16338165,2001,Porur
2 BHK Apartment,Vbrix Consulting,9512225,1165,Porur
2 BHK Apartment,Vbrix Consulting,3282000,573,Thirumazhisai
2 BHK Apartment,Vbrix Consulting,3294000,575,Thirumazhisai
1 BHK Apartment,Vbrix Consulting,3501000,535,Thirumazhisai
2 BHK Apartment,Vbrix Consulting,3570000,567,Thirumazhisai
1 BHK Apartment,Vbrix Consulting,2685000,422,Thirumazhisai
2 BHK Apartment,Vbrix Consulting,5500082,713,Poonamallee
1 BHK Apartment,Vbrix Consulting,4009836,516,Poonamallee
2 BHK Apartment,Vbrix Consulting,7849800,882,Poonamallee
1 BHK Apartment,Vbrix Consulting,3809799,489,Poonamallee
2 BHK Apartment,JD Builders,12086595,934,Thiruvanmiyur
3 BHK Apartment,JD Builders,17000000,1375,Thiruvanmiyur
3 BHK Apartment,TN REALTY,17000000,1240,West Mambalam
3 BHK Apartment,TN REALTY,16577000,1210,West Mambalam
4 BHK Apartment,TN REALTY,20200000,2069,Valasaravakkam
3 BHK Villa,Elite Estate Rajkumar,7865231,1485,Kolapakkam Vandalur
3 BHK Apartment,TN REALTY,17500000,1660,Valasaravakkam
2 BHK Apartment,TN REALTY,12400000,1162,Valasaravakkam
3 BHK Villa,Elite Estate Rajkumar,7784562,1352,Perungalathur
3 BHK Apartment,TN REALTY,21282300,1819,KK Nagar
3 BHK Apartment,TN REALTY,21235500,1815,KK Nagar
3 BHK Apartment,TN REALTY,18000000,1841,Valasaravakkam
3 BHK Villa,Elite Estate Rajkumar,7654823,1256,Urapakkam
3 BHK Villa,Elite Estate Rajkumar,7542588,1268,Guduvancheri
3 BHK Apartment,TN REALTY,22000000,1534,Vadapalani
3 BHK Villa,Elite Estate Rajkumar,7956423,1475,Vengambakkam
3 BHK Villa,Elite Estate Rajkumar,7845693,1399,Vengambakkam
3 BHK Villa,Elite Estate Rajkumar,7985622,1546,Unamancheri Kolapakkam
3 BHK Villa,Elite Estate Rajkumar,8058645,1550,Perungalathur
3 BHK Villa,Elite Estate Rajkumar,7997864,1456,Vengambakkam
3 BHK Villa,Elite Estate Rajkumar,8125645,1456,Vandalur
3 BHK Villa,Elite Estate Rajkumar,7548213,1245,Neelamangalam
3 BHK Villa,Elite Estate Rajkumar,8145785,1511,Adhanur
3 BHK Villa,Elite Estate Rajkumar,8078654,1447,Kolapakkam Vandalur
3 BHK Villa,Elite Estate Rajkumar,7956423,1512,Nedunkundram
2 BHK Villa,Thiyagu,6213154,1175,West Tambaram
3 BHK Apartment,MC Foundation,9254700,1469,Kovilambakkam
3 BHK Independent House,Krish Realty,40000000,2400,Mogappair East
3 BHK Independent House,Krish Realty,69999800,2600,Kilpauk
2 BHK Apartment,South chennai consultant,5622250,943,Madipakkam
2 BHK Apartment,JD Builders,9900000,900,Thiruvanmiyur
2 BHK Apartment,Propvista,6700000,1149,Sholinganallur
2 BHK Apartment,Green Nest,6595000,1083,Medavakkam
2 BHK Apartment,Green Nest,6242000,1079,Medavakkam
2 BHK Apartment,Green Nest,9997000,1255,Porur
3 BHK Apartment,Green Nest,8550000,1277,Pallikaranai
2 BHK Apartment,Green Nest,6962000,1024,Selaiyur
3 BHK Apartment,Green Nest,9400000,1405,Selaiyur
2 BHK Apartment,Green Nest,4038000,808,Iyyappanthangal
2 BHK Apartment,Green Nest,6645000,831,Porur
2 BHK Apartment,Assettrust Services pvt ltd,9817836,1239,Sholinganallur
2 BHK Apartment,Assettrust Services pvt ltd,5471000,818,Mangadu
3 BHK Apartment,Assettrust Services pvt ltd,10950968,1382,Sholinganallur
3 BHK Apartment,Assettrust Services pvt ltd,8346000,1285,Mangadu
3 BHK Apartment,Assettrust Services pvt ltd,10800412,1363,Sholinganallur
2 BHK Apartment,Assettrust Services pvt ltd,9492952,1198,Sholinganallur
2 BHK Apartment,Assettrust Services pvt ltd,8498639,1367,Padur
2 BHK Apartment,Assettrust Services pvt ltd,7504024,1268,Padur
2 BHK Apartment,Assettrust Services pvt ltd,8054398,1361,Padur
3 BHK Apartment,Assettrust Services pvt ltd,17499900,1650,Manapakkam
3 BHK Apartment,Assettrust Services pvt ltd,16320326,1635,Ramapuram
2 BHK Apartment,Assettrust Services pvt ltd,7069257,639,Pammal
3 BHK Apartment,Assettrust Services pvt ltd,12130659,1143,Pammal
2 BHK Apartment,Assettrust Services pvt ltd,10000329,971,Manapakkam
3 BHK Apartment,Assettrust Services pvt ltd,14000000,1377,Ramapuram
3 BHK Apartment,Assettrust Services pvt ltd,10049732,938,Pammal
2 BHK Apartment,Assettrust Services pvt ltd,11179673,1120,Ramapuram
3 BHK Apartment,Assettrust Services pvt ltd,13499987,1291,Manapakkam
3 BHK Apartment,Assettrust Services pvt ltd,8854657,823,Pammal
3 BHK Apartment,Assettrust Services pvt ltd,16819420,1685,Ramapuram
4 BHK Apartment,Assettrust Services pvt ltd,15427620,1482,Pammal
2 BHK Apartment,Assettrust Services pvt ltd,11578947,1160,Ramapuram
2 BHK Apartment,Assettrust Services pvt ltd,4585815,405,Pammal
2 BHK Apartment,Assettrust Services pvt ltd,11000000,1102,Ramapuram
3 BHK Apartment,Assettrust Services pvt ltd,9862974,914,Pammal
2 BHK Apartment,Assettrust Services pvt ltd,7940394,714,Pammal
5 BHK Villa,Assettrust Services pvt ltd,29600000,3812,Padur
3 BHK Apartment,Assettrust Services pvt ltd,11500000,1385,Perungalathur
3 BHK Apartment,Assettrust Services pvt ltd,14200000,1725,Perungalathur
3 BHK Apartment,Assettrust Services pvt ltd,6222320,806,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,856920,111,Mangadu
3 BHK Apartment,Assettrust Services pvt ltd,7156440,927,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,6176000,800,Mangadu
3 BHK Apartment,Assettrust Services pvt ltd,6176000,800,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5141520,666,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,6083360,788,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,6060200,785,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5087480,659,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5488920,711,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5025720,651,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,4956240,642,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,4940800,640,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,3427680,444,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5380840,697,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,4354080,564,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5357680,694,Mangadu
5 BHK Villa,Assettrust Services pvt ltd,29600000,3812,Padur
2 BHK Apartment,Assettrust Services pvt ltd,8498639,1367,Padur
2 BHK Apartment,Assettrust Services pvt ltd,7504024,1268,Padur
2 BHK Apartment,Assettrust Services pvt ltd,8054398,1361,Padur
3 BHK Apartment,Assettrust Services pvt ltd,6222320,806,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,856920,111,Mangadu
3 BHK Apartment,Assettrust Services pvt ltd,7156440,927,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,6176000,800,Mangadu
3 BHK Apartment,Assettrust Services pvt ltd,6176000,800,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5141520,666,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,6083360,788,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,6060200,785,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5087480,659,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5488920,711,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5025720,651,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,4956240,642,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,4940800,640,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,3427680,444,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5380840,697,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,4354080,564,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5357680,694,Mangadu
3 BHK Apartment,Assettrust Services pvt ltd,7426640,962,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5388560,698,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,4284600,555,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5349960,693,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,4330920,561,Mangadu
3 BHK Apartment,Assettrust Services pvt ltd,7379856,956,Mangadu
2 BHK Apartment,Assettrust Services pvt ltd,5234160,678,Mangadu
3 BHK Apartment,Assettrust Services pvt ltd,7279960,943,Mangadu
3 BHK Villa,Elite Estate Rajkumar,8074512,1445,Adhanur
3 BHK Villa,Elite Estate Rajkumar,7954788,1445,Vandalur
3 BHK Villa,Elite Estate Rajkumar,7895467,1445,Sadhanathapuram
3 BHK Villa,Elite Estate Rajkumar,6145789,1547,Cholavaram
3 BHK Villa,Elite Estate Rajkumar,7856444,1445,Urapakkam
3 BHK Villa,Elite Estate Rajkumar,6215466,1547,Puzhal
3 BHK Villa,Elite Estate Rajkumar,7845646,1445,Perungalathur
3 BHK Villa,Elite Estate Rajkumar,8074512,1445,Perungalathur
3 BHK Villa,Elite Estate Rajkumar,6123546,1547,NGO Nagar
3 BHK Villa,Elite Estate Rajkumar,8259632,1563,Neelamangalam
3 BHK Villa,Elite Estate Rajkumar,8087965,1456,Urapakkam
3 BHK Villa,Elite Estate Rajkumar,8259632,1512,Urapakkam
3 BHK Villa,Elite Estate Rajkumar,8225643,1563,Vandalur
2 BHK Apartment,VEE KEY REALTORS,4950000,850,Pammal
2 BHK Apartment,VEE KEY REALTORS,13950000,1095,Valasaravakkam
2 BHK Apartment,Urban land Layout Promoters LLP,5299614,918,Kundrathur
2 BHK Apartment,Urban land Layout Promoters LLP,5420847,939,Kundrathur
2 BHK Apartment,Urban land Layout Promoters LLP,5340025,925,Kundrathur
3 BHK Independent House,INTERFACE PROPERTIES,35000000,1400,T Nagar
4 BHK Independent House,INTERFACE PROPERTIES,55000000,4000,Thiruvanmiyur
3 BHK Apartment,JD Builders,11000000,1230,Saligramam
3 BHK Apartment,JD Builders,14000000,1375,Thiruvanmiyur
3 BHK Apartment,Green Nest,6291000,1211,Porur
2 BHK Apartment,Green Nest,3395000,700,Anakaputhur
3 BHK Apartment,Green Nest,10300000,1260,Valasaravakkam
3 BHK Apartment,Green Nest,7295000,1405,Mangadu
3 BHK Apartment,Green Nest,5599000,1155,Anakaputhur
3 BHK Apartment,Green Nest,6680000,1238,Gerugambakkam
3 BHK Apartment,Green Nest,9998000,1205,Valasaravakkam
2 BHK Apartment,Green Nest,7498000,917,Valasaravakkam
3 BHK Apartment,Green Nest,5625000,1128,Iyyappanthangal
3 BHK Apartment,AVR HOMES,12249324,1476,Mogappair
3 BHK Apartment,AVR HOMES,12299118,1482,Mogappair
2 BHK Apartment,PRAMEELA,8120600,835,Perambur
2 BHK Apartment,PRAMEELA,8330560,828,Perambur
2 BHK Independent House,Rohith Homes,9600000,1300,Kovur
2 BHK Independent House,Rohith Homes,8600000,1300,Kovur
2 BHK Independent House,Rohith Homes,8000000,1150,Kovur
3 BHK Independent House,Rohith Homes,11000000,2000,Kovur
2 BHK Independent House,Rohith Homes,5200000,750,Kovur
2 BHK Villa,Lands and Lands,4800000,950,Sulur
4 BHK Villa,Vishnu Foundation Ltd,15000000,1985,Madambakkam
3 BHK Villa,Vishnu Foundation Ltd,9200000,1565,Selaiyur
3 BHK Apartment,JD Builders,14600000,1340,Thiruvanmiyur
3 BHK Apartment,JD Builders,14662050,1339,Thiruvanmiyur
2 BHK Villa,Individual Agent,7000000,1200,Guduvancheri
2 BHK Villa,Individual Agent,6000000,1250,West Tambaram
3 BHK Apartment,Individual Agent,21000000,1277,Mylapore
2 BHK Villa,Thiyagu,4400000,1000,Poonamallee
3 BHK Villa,Thiyagu,7000350,1475,Poonamallee
2 BHK Villa,Thiyagu,3989700,900,Poonamallee
3 BHK Villa,Thiyagu,6500200,1400,Poonamallee
3 BHK Villa,Thiyagu,5999500,1300,Poonamallee
2 BHK Villa,Individual Agent,7000000,1200,Guduvancheri
2 BHK Villa,Individual Agent,6000000,1250,West Tambaram
3 BHK Apartment,Individual Agent,21000000,1277,Mylapore
3 BHK Apartment,South chennai consultant,12500000,1210,Saligramam
3 BHK Apartment,South chennai consultant,19100000,1514,Kodambakkam
2 BHK Apartment,South chennai consultant,12100000,852,West Mambalam
3 BHK Apartment,JD Builders,10938100,984,Saligramam
2 BHK Apartment,SKR Housing and Properties,4805199,801,Pallavaram
2 BHK Apartment,SKR Housing and Properties,4805199,801,Pallavaram
1 BHK Apartment,SKR Housing and Properties,4019330,670,Pallavaram
2 BHK Apartment,SKR Housing and Properties,4673220,779,Pallavaram
2 BHK Apartment,SKR Housing and Properties,4805199,801,Pallavaram
2 BHK Apartment,HANNAH FOUNDATIONS,5534700,971,Iyyappanthangal
1 BHK Apartment,HANNAH FOUNDATIONS,2981100,523,Iyyappanthangal
2 BHK Apartment,HANNAH FOUNDATIONS,3967200,696,Iyyappanthangal
2 BHK Apartment,HANNAH FOUNDATIONS,3494100,613,Iyyappanthangal
3 BHK Apartment,HANNAH FOUNDATIONS,6070500,1065,Iyyappanthangal
1 BHK Apartment,SKR Housing and Properties,4019330,670,Pallavaram
2 BHK Apartment,HANNAH FOUNDATIONS,3967200,696,Iyyappanthangal
2 BHK Apartment,HANNAH FOUNDATIONS,3494100,613,Iyyappanthangal
3 BHK Apartment,HANNAH FOUNDATIONS,6070500,1065,Iyyappanthangal
1 BHK Apartment,SKR Housing and Properties,4019330,670,Pallavaram
2 BHK Apartment,SKR Housing and Properties,4805199,801,Pallavaram
2 BHK Apartment,SKR Housing and Properties,4673220,779,Pallavaram
1 BHK Apartment,SKR Housing and Properties,4019330,670,Pallavaram
2 BHK Apartment,SKR Housing and Properties,5898018,982,Pallavaram
2 BHK Apartment,SKR Housing and Properties,4673220,779,Pallavaram
3 BHK Apartment,SKR Housing and Properties,7600733,1267,Pallavaram
